age;year;rank;ICD-2_code;underlying_cause;total_N;percentage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1965;4;422;Other myocardial degeneration;1.866;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1965;5;491;Bronchopneumonia;1.562;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1965;6;170;Malignant neoplasm of breast;1.127;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1965;7;151;Malignant neoplasm of stomach;1.008;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1965;8;502;Chronic bronchitis;983;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1965;9;153;Malignant neoplasm of large intestine, except rectum;910;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1965;10;443;Other and unspecified hypertensive heart disease;897;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;1;410;Acute myocardial infarction;7.625;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;2;412;Chronic ischaemic heart disease;2.945;7,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;3;485;Bronchopneumonia, unspecified;2.437;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;4;436;Acute but ill-defined cerebrovascular disease;2.300;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;5;433;Cerebral thrombosis;1.739;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;6;174;Malignant neoplasm of breast;1.451;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;7;431;Cerebral haemorrhage;1.221;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;8;162;Malignant neoplasm of trachea, bronchus and lung;1.120;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;9;153;Malignant neoplasm of large intestine, except rectum;1.006;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1975;10;427;Symptomatic heart disease;939;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;1;410;Acute myocardial infarction;7.424;20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;2;414;Other forms of chronic ischaemic heart disease;3.157;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;3;436;Acute but ill-defined cerebrovascular disease;2.847;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;4;162;Malignant neoplasm of trachea, bronchus and lung;1.952;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;5;174;Malignant neoplasm of female breast;1.776;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;6;153;Malignant neoplasm of colon;970;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;7;496;Chronic airways obstruction, not elsewhere classified;822;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;8;199;Malignant neoplasm without specification of site;786;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;9;434;Occlusion of cerebral arteries;772;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1985;10;485;Bronchopneumonia, organism unspecified;760;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;1;410;Acute myocardial infarction;4.456;13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;2;414;Other forms of chronic ischaemic heart disease;3.202;9,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;3;162;Malignant neoplasm of trachea, bronchus and lung;2.457;7,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;4;436;Acute but ill-defined cerebrovascular disease;2.102;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;5;496;Chronic airways obstruction, not elsewhere classified;1.738;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;6;174;Malignant neoplasm of female breast;1.586;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;7;485;Bronchopneumonia, organism unspecified;1.468;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;8;199;Malignant neoplasm without specification of site;1.039;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;9;153;Malignant neoplasm of colon;887;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;1995;10;183;Malignant neoplasm of ovary and other uterine adnexa;625;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;1;C34;Malignant neoplasm of bronchus and lung;1.898;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;2;I25;Chronic ischaemic heart disease;1.709;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;3;I21;Acute myocardial infarction;1.468;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;4;J44;Other chronic obstructive pulmonary disease;1.461;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;5;C50;Malignant neoplasm of breast;1.104;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;6;I64;Stroke not specified as hemorrhage or infarction;876;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;7;J18;Pneumonia organism unspecified;684;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;8;C80;Malignant neoplasm without specification of site;659;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;9;C56;Malignant neoplasm of ovary;564;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2005;10;C18;Malignant neoplasm of colon;562;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;1;C34;Malignant neoplasm of bronchus and lung;2.308;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;2;J44;Other chronic obstructive pulmonary disease;1.677;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;3;I25;Chronic ischaemic heart disease;1.035;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;4;C50;Malignant neoplasm of breast;981;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;5;I21;Acute myocardial infarction;771;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;6;J18;Pneumonia organism unspecified;617;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;7;C25;Malignant neoplasm of pancreas;550;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;8;C56;Malignant neoplasm of ovary;526;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;9;C80;Malignant neoplasm without specification of site;522;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70-74 years;2015;10;F03;Unspecified dementia;435;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;1;154B;Senile decay;4.649;20,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;2;89&90B;Other bronchitis;3.987;17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;3;79C;Other organic disease of heart;2.063;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;4;64E;Cerebral haemorrhage;1.685;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;5;79A;Valvular disease;1.390;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;6;10;Influenza;681;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;7;81B;Arterial sclerosis;650;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;8;40;Cancer of stomach, liver, etc;643;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;9;120A;Bright's disease (as 1901 list);486;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1915;10;64A;Apoplexy;472;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;1;164(2);Other forms of senile decay;3.090;12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;2;90(7);Other or unspecified myocardial disease;2.064;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;3;74a(1);Cerebral haemorrhage so returned;1.983;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;4;99c,99d;Bronchitis not distinguished as acute or chronic;1.400;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;5;91b(2);Arterio-sclerosis without record of cerebral vascular lesion;1.072;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;6;99b;Chronic bronchitis;977;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;7;90(9);Heart disease (undefined);902;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;8;90(4);Other or unspecified valve disease;890;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;9;44;Cancer of the pharynx, oesophagus, stomach, liver and annexa;858;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1925;10;99a;Acute bronchitis;809;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;1;93b(3);Other myocardial degeneration;4.544;15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;2;46;Cancer of the digestive organs and peritoneum;2.280;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;3;162b;Other forms of senile decay;2.087;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;4;82a(1);Cerebral haemorrhage so returned;1.772;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;5;93b(2);Cardio-vascular degeneration;1.733;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;6;93c;Myocarditis, not returned as acute or chronic;1.374;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;7;97(1);Arterio-sclerosis, with cerebral haemorrhage;887;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;8;97(3);Arterio-sclerosis without record of cerebral vascular lesion;878;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;9;131;Chronic nephritis;876;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1935;10;82b(2);Cerebral thrombosis;750;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;1;93c(3);Other myocardial degeneration;5.764;16,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;2;83a;Cerebral haemorrhage;3.463;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;3;93c(1);Cardio-vascular degeneration;3.012;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;4;83bc;Cerebral embolism, thrombosis and softening;2.203;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;5;162c;Senility without mention of senile dementia;1.915;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;6;94a;Diseases of the coronary arteries;1.380;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;7;97;Arteriosclerosis (ex. coronary or renal sclerosis or cerebral haemorrhage;1.207;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;8;106b;Chronic bronchitis;1.205;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;9;46c;Cancer of the intestines other than duodenum or rectum;924;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1945;10;46b;Cancer of the stomach and duodenum;900;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;1;422;Other myocardial degeneration;8.094;18,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;2;420;Arteriosclerotic heart disease, including coronary disease;5.590;12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;3;332;Cerebral embolism and thrombosis;4.670;10,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;4;331;Cerebral haemorrhage;3.780;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;5;443;Other and unspecified hypertensive heart disease;1.663;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;6;491;Bronchopneumonia;1.517;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;7;450;General arteriosclerosis;1.401;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;8;502;Chronic bronchitis;1.364;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;9;151;Malignant neoplasm of stomach;1.172;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1955;10;153;Malignant neoplasm of large intestine, except rectum;958;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;1;420;Arteriosclerotic heart disease, including coronary disease;9.124;20,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;2;332;Cerebal embolism and thrombosis;4.729;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;3;422;Other myocardial degeneration;3.924;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;4;331;Cerebral haemorrhage;3.428;7,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;5;491;Bronchopneumonia;2.411;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;6;450;General arteriosclerosis;1.227;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;7;502;Chronic bronchitis;1.200;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;8;443;Other and unspecified hypertensive heart disease;1.110;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;9;434;Other and unspecified diseases of heart;1.064;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1965;10;151;Malignant neoplasm of stomach;1.021;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;1;410;Acute myocardial infarction;8.506;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;2;412;Chronic ischaemic heart disease;4.203;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;3;485;Bronchopneumonia, unspecified;4.194;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;4;436;Acute but ill-defined cerebrovascular disease;3.021;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;5;433;Cerebral thrombosis;2.793;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;6;431;Cerebral haemorrhage;1.540;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;7;427;Symptomatic heart disease;1.526;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;8;174;Malignant neoplasm of breast;1.230;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;9;153;Malignant neoplasm of large intestine, except rectum;1.071;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1975;10;437;Generalized ischaemic cerebrovascular disease;1.063;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;1;410;Acute myocardial infarction;9.520;19,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;2;436;Acute but ill-defined cerebrovascular disease;4.832;9,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;3;414;Other forms of chronic ischaemic heart disease;4.618;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;4;174;Malignant neoplasm of female breast;1.712;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;5;485;Bronchopneumonia, organism unspecified;1.648;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;6;434;Occlusion of cerebral arteries;1.590;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;7;162;Malignant neoplasm of trachea, bronchus and lung;1.589;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;8;153;Malignant neoplasm of colon;1.112;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;9;290;Senile and presenile organic psychotic conditions;968;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1985;10;199;Malignant neoplasm without specification of site;959;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;1;410;Acute myocardial infarction;5.578;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;2;414;Other forms of chronic ischaemic heart disease;4.230;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;3;436;Acute but ill-defined cerebrovascular disease;3.565;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;4;485;Bronchopneumonia, organism unspecified;2.704;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;5;162;Malignant neoplasm of trachea, bronchus and lung;1.922;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;6;496;Chronic airways obstruction, not elsewhere classified;1.662;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;7;174;Malignant neoplasm of female breast;1.409;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;8;199;Malignant neoplasm without specification of site;1.154;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;9;153;Malignant neoplasm of colon;885;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;1995;10;441;Aortic aneurysm;690;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;1;I25;Chronic ischaemic heart disease;3.073;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;2;I21;Acute myocardial infarction;2.519;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;3;C34;Malignant neoplasm of bronchus and lung;2.393;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;4;J44;Other chronic obstructive pulmonary disease;2.269;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;5;I64;Stroke not specified as hemorrhage or infarction;1.989;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;6;J18;Pneumonia organism unspecified;1.558;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;7;C50;Malignant neoplasm of breast;1.390;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;8;C80;Malignant neoplasm without specification of site;999;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;9;C18;Malignant neoplasm of colon;716;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2005;10;F03;Unspecified dementia;686;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;1;C34;Malignant neoplasm of bronchus and lung;2.293;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;2;J44;Other chronic obstructive pulmonary disease;2.245;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;3;I25;Chronic ischaemic heart disease;1.588;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;4;F03;Unspecified dementia;1.313;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;5;C50;Malignant neoplasm of breast;1.219;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;6;I21;Acute myocardial infarction;1.124;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;7;J18;Pneumonia organism unspecified;1.104;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;8;I64;Stroke not specified as hemorrhage or infarction;888;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;9;G30;Alzheimer's disease;796;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75-79 years;2015;10;C80;Malignant neoplasm without specification of site;705;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;1;154B;Senile decay;10.313;36,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;2;89&90B;Other bronchitis;4.868;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;3;79C;Other organic disease of heart;1.844;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;4;64E;Cerebral haemorrhage;1.574;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;5;79A;Valvular disease;1.072;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;6;81B;Arterial sclerosis;956;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;7;10;Influenza;833;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;8;64A;Apoplexy;436;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;9;172;Injury by fall;416;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1915;10;82A;Cerebral embolism and thrombosis;375;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;1;164(2);Other forms of senile decay;8.961;27,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;2;90(7);Other or unspecified myocardial disease;2.988;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;3;99c,99d;Bronchitis not distinguished as acute or chronic;2.317;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;4;74a(1);Cerebral haemorrhage so returned;2.112;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;5;91b(2);Arterio-sclerosis without record of cerebral vascular lesion;1.959;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;6;99a;Acute bronchitis;1.316;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;7;99b;Chronic bronchitis;1.201;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;8;90(9);Heart disease (undefined);893;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;9;90(4);Other or unspecified valve disease;663;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1925;10;44;Cancer of the pharynx, oesophagus, stomach, liver and annexa;616;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1935;1;93b(3);Other myocardial degeneration;7.411;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1935;2;162b;Other forms of senile decay;6.449;16,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1935;3;93b(2);Cardio-vascular degeneration;2.644;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1935;4;82a(1);Cerebral haemorrhage so returned;1.864;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80+ years;1935;5;46;Cancer of the digestive organs and peritoneum;1.801;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
